id;word;art;mean;art_chosen;art_right;art_wrong;categ
604;Streifen;der;strip, stripe, (tira, tira adesiva = Klebestreifen);;0;0;palavra
605;einsteigen;;step in;;0;0;verbo
606;günstig;;favorable;;0;0;adj/adv
607;erleben;;to experience;;0;0;verbo
608;verbinden;;to connect;;0;0;verbo
609;Schwarm;der;swarm, idol, passion;;0;0;palavra
610;Lese;die;harvest (= Ernte);;0;0;natureza
611;Wiese;die;meadow, grass;;0;0;natureza
612;entfernt;;distant, remote;;0;0;adj/adv
613;Führer;der;leader;;0;0;pessoa
614;Hoch;das;high;;0;0;palavra
615;Tief;das;low;;0;0;palavra
616;weihen;;to consecrate, to ordain;;0;0;verbo
617;Brasilianer;der;brasilian;;0;0;país
618;Fluss;der;river;;0;0;natureza
619;Käse;der;queijo;;0;0;comida
620;Dach;das;roof;;0;0;casa
621;Kirche;die;church;;0;0;cidade
622;Kirsche;die;cherry;;0;0;comida
623;Tschüss;;tchau;;0;0;expressao
624;Leute;die;people;;0;0;pessoa
625;verstanden;;understand;;0;0;verbo
626;ein bisschen;;a little;;0;0;adj/adv
627;Bissen;der;mouthful, bite (to eat);;0;0;palavra
628;Biss;der;bite;;0;0;palavra
629;bisher;;till here;;0;0;adj/adv
630;Land;das;land, counry;;0;0;país
631;Schrank;der;wardrobe, closet;;0;0;casa
632;Schranke;die;barrier, limit;;0;0;cidade
633;Handy;das;mobile;;0;0;palavra
634;Papierkorb;der;wastepaper basket;;0;0;casa
635;Korb;der;basket;;0;0;esporte
636;Stift;der;pencil, crayon;;0;0;casa
637;bezahlen;;to pay;;0;0;verbo
638;alles klar!;;ok!;;0;0;expressao
639;Sonne;die;sun;;0;0;natureza
640;grau;;gray;;0;0;cor
641;gelb;;yellow;;0;0;cor
642;beige;;beige;;0;0;cor
643;schwarz;;blank;;0;0;cor
644;Kugel;die;ball, sphere;;0;0;esporte
645;Erde;die;Earth;;0;0;natureza
646;Kunde;der;client, customer;;0;0;pessoa
647;Kneipe;die;bar;;0;0;cidade
648;bitte schön;;pois não;;0;0;expressao
649;danke schön;;thank you;;0;0;expressao
650;vielen dank;;thank you very much;;0;0;expressao
651;willkommen;;welcome;;0;0;verbo
652;welche;;any, which;;0;0;adj/adv
653;Sprache;die;language;;0;0;país
654;deutsch;;deutsch;;0;0;país
655;englisch;;englisch;;0;0;país
656;französich;;französich;;0;0;país
657;griechisch;;griechisch;;0;0;país
658;hindi;;hindi;;0;0;país
659;italienisch;;italienisch;;0;0;país
660;chinesich;;chinesich;;0;0;país
661;japanisch;;japanisch;;0;0;país
662;polnisch;;polnisch;;0;0;país
663;portugiesisch;;portugiesisch;;0;0;país
664;russisch;;russisch;;0;0;país
665;spanisch;;spanisch;;0;0;país
666;schwedisch;;schwedisch;;0;0;país
667;suchen;;to search;;0;0;verbo
668;geben(i);;to give;;0;0;verbo
669;Teilnehmer;der;participant;;0;0;pessoa
670;Teil x der Teil;das;part, component x share (Anteil) (der dritte ~ von = a third of) (er hat seinen Teil dazu  beigetragen);;0;0;palavra
671;nehmen;;to take;;0;0;verbo
672;teilnehmen;;to participate;;0;0;verbo
673;Brasilien;;Brasil;;0;0;país
674;Schweiz;die;Switzerland;;0;0;país
675;Österreich;;Austria;;0;0;país
676;Deutschland;;Germany;;0;0;país
677;Fremde;die;stranger, foreigner, visitor;;0;0;pessoa
678;fremd;;foreign, strange;;0;0;adj/adv
679;Freude;die;pleasure, joy;;0;0;palavra
680;Fisch;der;peixe;;0;0;natureza
681;fischen;;to fish;;0;0;verbo
682;Hauptstadt;die;capital;;0;0;cidade
683;mögen;;to like;;0;0;verbo
684;unterrichten;;to teach;;0;0;verbo
685;gut;;to teach, to inform;;0;0;adj/adv
686;schlecht;;bad,;;0;0;adj/adv
687;Tipp;der;tip;;0;0;palavra
688;Besuch;der;visit, visitor;;0;0;pessoa
689;lieb;;kind, dear, sweet, good;;0;0;adj/adv
690;Liebe;die;love, sex;;0;0;palavra
691;Ei;das;ovo;;0;0;comida
692;Hausnummer;die;house number;;0;0;cidade
693;Postfach;die;PO box;;0;0;cidade
694;StraBenbahn;die;tram;;0;0;cidade
695;Autobahn;die;motorway;;0;0;cidade
696;Flughafen;der;airport;;0;0;cidade
697;Park;der;park;;0;0;cidade
698;zu FuB;;by foot;;0;0;expressao
699;Junge;der;teenager;;0;0;pessoa
700;traurig;;sad;;0;0;adj/adv
701;Butter;die;manteiga;;0;0;comida
702;Wie Teuer?;;how much?;;0;0;expressao
703;teuer;;expensive;;0;0;adj/adv
704;Was kostet das?;;how much is it?;;0;0;expressao
705;Wie viel kostet das?;;how much is it?;;0;0;expressao
706;drücken x ziehen;;empurrar x puxar;;0;0;verbo
707;Mist;der;rubbish;;0;0;palavra
708;Speisekarte;die;menu;;0;0;comida
709;essen (i);;to eat;;0;0;verbo
710;Steak;das;steak;;0;0;comida
711;hartes ei;;hard egg;;0;0;comida
712;weiches ei;;soft egg;;0;0;comida
713;Rührei;;ovo mexido;;0;0;comida
714;Omelett;das;omelett;;0;0;comida
715;Spiegelei;das;ovo frito;;0;0;comida
716;aufhören;;to stop, to finish;;0;0;verbo
717;zuhören;;to listen;;0;0;verbo
718;hart;;hard;;0;0;adj/adv
719;Leiter;der;ladder;;0;0;palavra
720;Familienname;der;family name;;0;0;pessoa
721;Vorname;der;first name;;0;0;pessoa
722;Entschuldigung;die;excuse;;0;0;palavra
723;Aussagesatz;der;statement;;0;0;palavra
724;Satz;der;sentence;;0;0;palavra
725;Wie bitte?;;what?;;0;0;expressao
726;Nordamerika;;north amerika;;0;0;país
727;Südamerika;;Südamerika;;0;0;país
728;Afrika;;Afrika;;0;0;país
729;Europa;;Europa;;0;0;país
730;Asien;;Asien;;0;0;país
731;Australien;;Australien;;0;0;país
732;einmal;;once, one day, first of all;;0;0;adj/adv
733;Heimatland;das;native country;;0;0;país
734;Heimat;die;home;;0;0;país
735;buchstabieren;;soletrar, to spell;;0;0;verbo
736;Stelle;die;place, position, point;;0;0;palavra
737;Buchstabe;der;letter (groBer ~ = capital letter);;0;0;palavra
738;Stab;der;rod, bar, pole;;0;0;palavra
739;Stäbchen;das;chopstick (Essstäbchen);;0;0;palavra
740;moin, moin;;moin, moin;;0;0;expressao
741;USA;die;USA;;0;0;país
742;Akzent;der;accent;;0;0;palavra
743;Liege;die;couch;;0;0;casa
744;Szene;die;scene, set;;0;0;palavra
745;ansehen;;to look at, to regard, (ich sehe es als meine Pflicht an = I consider it to be my duty);;0;0;verbo
746;Preis;der;price;;0;0;palavra
747;alleine;;alone;;0;0;adj/adv
748;Studentin;die;the student;;0;0;pessoa
749;lesen;;to read;;0;0;verbo
750;Angebot;das;promotion;;0;0;palavra
751;ankreuzen;;to put a cross beside;;0;0;verbo
752;anschauen;;ansehen, to look at, to regard;;0;0;verbo
753;aufschreiben;;to write sth down;;0;0;verbo
754;ergänzen;;to supplement, to complete;;0;0;verbo
755;markieren;;to mark;;0;0;verbo
756;nachsprechen;;to repeat;;0;0;verbo
757;notieren;;to note down;;0;0;verbo
758;vorlesen;;to read sth to sb;;0;0;verbo
759;zuordnen;;to assign to, (Ticket ~);;0;0;verbo
760;trennbar;;separable;;0;0;adj/adv
761;Blume;die;flower;;0;0;natureza
762;Name;der;name;;0;0;pessoa
763;Station;die;station;;0;0;cidade
764;Zeitung;die;newspaper, journal;;0;0;palavra
765;Mädchen;das;little girl;;0;0;pessoa
766;Weib;das;woman;;0;0;pessoa
767;Kanzler;der;chancellor;;0;0;pessoa
768;hier x dort/da;;here x there;;0;0;adj/adv
769;Tüte;die;bag, packet;;0;0;palavra
770;zum Mitnehmen;;to take away;;0;0;expressao
771;anfangen;;to begin, to start;;0;0;verbo
772;Freundin;die;friend, girlfriend;;0;0;pessoa
773;natürlich;;naturely;;0;0;adj/adv
774;Backwaren;die;bread, cakes and pastries;;0;0;comida
775;Analytiker;der;analyst;;0;0;pessoa
776;Sicherheitsberater;der;der Sicherheitsberater;;0;0;pessoa
777;lieblingsmusik;;preferred music;;0;0;musica
778;Schlittschuh;der;patins (gelo);;0;0;esporte
779;rasieren;;to shave;;0;0;verbo
780;nähen;;to sew (costurar);;0;0;verbo
781;drucken x drücken;;to print x to press, to squeeze;;0;0;verbo
782;ordnen;;to organize;;0;0;verbo
783;Rechner;der;computer;;0;0;casa
784;rechnen;;to calculate;;0;0;verbo
785;Quittung;die;receipt;;0;0;palavra
786;Lenkrad;das;(steering) wheel;;0;0;palavra
787;teuer x billig;;expensive x cheap;;0;0;adj/adv
788;neu x alt;;new x old;;0;0;adj/adv
789;kaputt x ganz;;broken x in one piece;;0;0;adj/adv
790;schön x hässlich;;pretty x ugly;;0;0;adj/adv
791;modern x unmodern / altmodisch;;modern x not modern;;0;0;adj/adv
792;praktisch x unpraktisch;;practical x not practical, complex;;0;0;adj/adv
793;Rad;das;wheel;;0;0;palavra
794;Fahrrad;das;bicycle;;0;0;esporte
795;Gesellschaft;die;society, company;;0;0;trabalho
796;Schiff;das;ship;;0;0;palavra
797;Dampf;der;steam ship (navio a vapor);;0;0;palavra
798;erklären;;to clarify;;0;0;verbo
799;Tafel;die;panel, board;;0;0;trabalho
800;Aussprache;die;pronuntiation;;0;0;palavra
801;Übersicht;die;overall view;;0;0;palavra
802;Frisur;die;hairstyle;;0;0;trabalho
803;schneiden;;to cut;;0;0;verbo
804;Haareschneiden, bitte;das;to have the hair cut, please;;0;0;expressao
805;Haare schneiden;die;to have the hair cut;;0;0;expressao
806;Spülung;die;rinsing, flush (enxaguar);;0;0;casa
807;Spitze;die;top, point;;0;0;palavra
808;ab;;off, away (abgehen, abfahren);;0;0;adj/adv
809;waschen;;to wash;;0;0;verbo
810;fönen;;to dry (föhnen);;0;0;verbo
811;Schnitt;der;cut, editing, incision (MED);;0;0;palavra
812;links x rechts;;left x right;;0;0;adj/adv
813;Präsident;der;president;;0;0;pessoa
814;Ministerpräsident;der;der Ministerpräsident;;0;0;pessoa
815;Bundesland;das;state;;0;0;país
816;Huhn;das;chicken;;0;0;natureza
817;Hahn;der;cock (Vogel), tap, faucet (torneira);;0;0;casa
818;Hähnchen;das;chicken;;0;0;comida
819;ein halbes Hähnchen;;half chicken;;0;0;comida
820;Flohmarkt;der;fleamaket;;0;0;cidade
821;Floh;der;flea (ZOO);;0;0;natureza
822;zusammen oder getrennt;;together or separate;;0;0;expressao
823;Trinkgeld;das;tip (gorjeta);;0;0;palavra
824;Stimmt so!;;keep the change;;0;0;expressao
825;schauen;;to look (auf etwas schauen);;0;0;verbo
826;dick;;thick;;0;0;adj/adv
827;fröhlich;;happy;;0;0;adj/adv
828;lang;;long;;0;0;adj/adv
829;Schnecke;die;snail, escargot;;0;0;comida
830;hübsch;;pretty;;0;0;adj/adv
831;attraktiv;;atractive;;0;0;adj/adv
832;Hass;der;hate (Liebe und Hass = love and hate);;0;0;palavra
833;Liebe und Hass;;love and hate;;0;0;palavra
834;hassen;;to hate;;0;0;verbo
835;Gerät;das;gadget;;0;0;casa
836;sparen;;to save;;0;0;verbo
837;Esel;der;donkey;;0;0;natureza
838;Toaster;der;toaster;;0;0;casa
839;Grill;der;grill;;0;0;casa
840;Kochtopf;der;cooking pot, saucepan;;0;0;casa
841;Kaninchen;das;rabbit;;0;0;natureza
842;Wasserkocher;der;boiler;;0;0;casa
843;Biespiel;das;example;;0;0;palavra
844;Seite;die;side;;0;0;palavra
845;verkaufen;;to sell;;0;0;verbo
846;Verkäufer;der;seller;;0;0;pessoa
847;Käufer;der;buyer;;0;0;pessoa
848;gebraucht;;used;;0;0;adj/adv
849;Verpackung;die;package;;0;0;palavra
850;verpacken;;to pack, to wrap;;0;0;verbo
851;packen;;to pack;;0;0;verbo
852;Trödel;der;junk (umg);;0;0;cidade
853;Eisschrank;der;freezer;;0;0;casa
854;schwach;;weak;;0;0;adj/adv
855;stark;;strong;;0;0;adj/adv
856;grüBen;;to greet, to salute;;0;0;verbo
857;einkaufen;;to buy, to shop (~ gehen = to go shopping);;0;0;verbo
858;Umzug;der;move, ;;0;0;cidade
859;abholen;;to collect, to go and take sth);;0;0;verbo
860;Möbel;die;piece of furniture, furniture;;0;0;casa
861;Turm;der;tower;;0;0;cidade
862;Feld;das;field;;0;0;natureza
863;Berg;der;hill, mountain;;0;0;natureza
864;Ski;der;ski;;0;0;esporte
865;Schi;der;ski;;0;0;esporte
866;Schimütze;die;ski hat;;0;0;esporte
867;bitten;;to ask, to beg;;0;0;verbo
868;kennen x können;;to know x can;;0;0;verbo
869;leben x lieben;;live x love;;0;0;verbo
870;Kuh;die;cow;;0;0;natureza
871;Lage;die;situation, position;;0;0;palavra
872;Wetterlage;die;weather situation;;0;0;natureza
873;hoch;;high;;0;0;adj/adv
874;bunt;;coloured, colored, colourful;;0;0;adj/adv
875;klein x groB;;small x big;;0;0;adj/adv
876;alt x jung/neu;;old x new;;0;0;adj/adv
877;dick x dünn;;thick x thin;;0;0;adj/adv
878;sauber x dreckig;;clean x dirty;;0;0;adj/adv
879;scharf x stumpf;;sharp x blunt (Messer), dull, obtuse;;0;0;adj/adv
880;spitz x stumpf;;pointed, sharp x dull, obtuse;;0;0;adj/adv
881;stark x schwach;;strong x weak;;0;0;adj/adv
882;viel x wenig;;many x few;;0;0;adj/adv
883;heiB x kalt;;hot x cold;;0;0;adj/adv
884;warm x kühl;;warm x cool;;0;0;adj/adv
885;schnell x langsam;;fast x slow;;0;0;adj/adv
886;hübsch x hässlich;;pretty x ugly;;0;0;adj/adv
887;weit x eng;;wide x narrow;;0;0;adj/adv
888;modern x altmodisch;;modern x old fashion;;0;0;adj/adv
889;interessant x langweilig;;interessant x boring;;0;0;adj/adv
890;klug x dumm;;smart x stupid;;0;0;adj/adv
891;arm x reich;;poor x rich;;0;0;adj/adv
892;kurz x lang;;short x long;;0;0;adj/adv
893;fleiBig x faul;;hard-working x lazy;;0;0;adj/adv
894;früh x spät;;early x late;;0;0;adj/adv
895;breit x schmal;;wide x narrow;;0;0;adj/adv
896;voll x leer;;full x empty;;0;0;adj/adv
897;laut x leise;;loud x quiet;;0;0;adj/adv
898;Heft;das;exercise book;;0;0;casa
899;radieren;;to erase;;0;0;verbo
900;Gummi;das;rubber, gum;;0;0;palavra
901;Ehepaar;das;married couple;;0;0;pessoa
902;Aufgabe;die;job, task;;0;0;palavra
903;Hausaufgabe;die;home work;;0;0;palavra
904;Deshalb;;Therefore;;0;0;adj/adv
905;häufig;;often, frequent;;0;0;adj/adv
906;umgekehrt;;reverse, opposite, contrary, the other way round;;0;0;adj/adv
907;AuBerdem;;Besides;;0;0;adj/adv
908;vor allem;;above all;;0;0;adj/adv
909;oben;;at the top, above;;0;0;adj/adv
910;Zettel;der;piece of paper, note;;0;0;palavra
911;Brücke;die;bridge;;0;0;cidade
912;Ausweis;der;card, ID, identity card;;0;0;pessoa
913;Gardine;die;curtain, drape (US);;0;0;casa
914;golden;;golden;;0;0;cor
915;blond;;blonde;;0;0;cor
916;breit;;broad;;0;0;adj/adv
917;erhalten;;to get, to preserve;;0;0;verbo
918;Ehe;die;marriage;;0;0;pessoa
919;freihalten;;to keep free;;0;0;verbo
920;Wochenende;das;weekend;;0;0;tempo
921;Ende;das;end;;0;0;tempo
922;enden;;to finish;;0;0;verbo
923;Schlacht;die;battle;;0;0;país
924;Puffer;der;potato fritter, buffer (BAHN, IT);;0;0;comida
925;Plätzchen;das;cookie, biscuit;;0;0;comida
926;CD;die;cd;;0;0;casa
927;Computer;der;computer;;0;0;casa
928;Maschine;die;machine;;0;0;trabalho
929;Wie spät ist es?;;what time is it?;;0;0;expressao
930;Wie viel Uhr ist es?;;what time is it?;;0;0;expressao
931;Viertel vor 10;;0,40625;;0;0;expressao
932;Viertel nach 10;;0,427083333;;0;0;expressao
933;Viertel;das;quarter;;0;0;tempo
934;Mittag;der;noon;;0;0;tempo
935;Mitternacht;die;midnight;;0;0;tempo
936;Mahl;das;meal, banquet;;0;0;palavra
937;Mahlzeit;die;meal;;0;0;tempo
938;kurz nach Mitternacht;;a bit after midnight;;0;0;tempo
939;aufwachen;;to wake up;;0;0;verbo
940;Nachricht;die;message, (piece of) news;;0;0;palavra
941;aufstehen;;to get up;;0;0;verbo
942;aufsteigen;;to climb, to rise;;0;0;verbo
943;Klinge;die;blade;;0;0;palavra
944;Frühstück;das;café-da-manhã;;0;0;comida
945;frühstücken;;to have breakfast;;0;0;verbo
946;Wohin?;;to where?;;0;0;expressao
947;Woher?;;from where?;;0;0;expressao
948;hingehen;;to go there;;0;0;verbo
949;Ich gehe auch hin;;I also go there;;0;0;expressao
950;Feier;die;clebration, party;;0;0;palavra
951;feiern;;to party;;0;0;verbo
952;Sie arbeitet um 7;;she works at 7;;0;0;tempo
953;Abendessen;das;jantar;;0;0;comida
954;Abendbrot;das;supper, tea;;0;0;comida
955;Er sitzt am Computer;;he sits by the computer;;0;0;expressao
956;aufmachen;;to open;;0;0;verbo
957;zumachen;;to close;;0;0;verbo
958;anmachen;;to put up (befestigen), to turn on;;0;0;verbo
959;ausmachen;;to turn off;;0;0;verbo
960;am Mittag;;at noon;;0;0;tempo
961;am Morgen;;at morning;;0;0;tempo
962;am Abend;;at evening;;0;0;tempo
963;am Nachmittag;;at afternoon;;0;0;tempo
964;in der Nacht;;in the night;;0;0;tempo
965;Schrott;der;scrap metal, rubbish;;0;0;palavra
966;süB;;sweet;;0;0;adj/adv
967;Ich gehe ins Theater;;i go to Theater;;0;0;expressao
968;Ich gehe in den Club;;I go to the club;;0;0;expressao
969;Kegel;der;cone, pin (bei Bowling);;0;0;esporte
970;kegeln;;to play bowling;;0;0;verbo
971;Richtung;die;direction;;0;0;palavra
972;nieder;;low;;0;0;adj/adv
973;Erwachsene;;adult;;0;0;pessoa
974;erwachsen;;to grow up;;0;0;verbo
975;Vase;die;vase;;0;0;casa
976;veilleicht;;maybe;;0;0;adj/adv
977;bestimmen;;to determine, to decide;;0;0;verbo
978;herzlich;;warm, sincere;;0;0;adj/adv
979;saugen;;to suck (an etwas (DAT) saugen);;0;0;verbo
980;langen;;to reach, to touch;;0;0;verbo
981;scheiden;;to separate, to divorce;;0;0;verbo
982;gebrauchen;;to use;;0;0;verbo
983;Heim;das;home;;0;0;casa
984;wert (adj);;useful (etwas wert sein = to be worth sth);;0;0;adj/adv
985;Haushalt;der;household;;0;0;casa
986;Sache;die;thing, object;;0;0;palavra
987;anrufen;;to phone, to call;;0;0;verbo
988;abgeben;;to hand over, to give;;0;0;verbo
989;Schnäppchen;das;bargain (ein ~ machen = to get a bargain);;0;0;palavra
990;Nähmaschine;die;sewing machine;;0;0;casa
991;helfen;;to help;;0;0;verbo
992;zart;;soft, tender;;0;0;adj/adv
993;neben;;beside, next to;;0;0;adj/adv
994;Zahl;die;number;;0;0;palavra
995;Weiber;die;women;;0;0;pessoa
996;Macht;die;power;;0;0;palavra
997;bummeln;;to stroll (spazieren gehen);;0;0;verbo
998;erste;;first;;0;0;adj/adv
999;zweite;;second;;0;0;adj/adv
1000;dritte;;third;;0;0;adj/adv
1001;vierte;;fourth;;0;0;adj/adv
1002;fünfte;;fifth;;0;0;adj/adv
1003;sechste;;sixth;;0;0;adj/adv
1004;siebte;;seventh;;0;0;adj/adv
1005;achte;;eigth;;0;0;adj/adv
1006;neunte;;ninth;;0;0;adj/adv
1007;zehnte;;tenth;;0;0;adj/adv
1008;klingeln;;to ring;;0;0;verbo
1009;anziehen;;to put on, to get dressed;;0;0;verbo
1010;schlecken = leken;;to lick;;0;0;verbo
1011;schlecker = lecker;;delicious, deliciously (lecker schmecken = to taste delicious);;0;0;adj/adv
1012;Ahnung;die;idea;;0;0;palavra
1013;gleich (adj);;same, equally, right, just;;0;0;adj/adv
1014;Pfund;das;pound (drei Pfund Äpfel);;0;0;palavra
1015;rechts x links;;right x left;;0;0;adj/adv
1016;hinten x vorn;;behind x in front;;0;0;adj/adv
1017;oben x unten;;on top x down;;0;0;adj/adv
1018;nachschauen = nachsehen = nachgucken;;to look and see, to have a look,;;0;0;verbo
1019;Erdgeschoss;das;ground floor, first floor;;0;0;casa
1020;erster Stock;;first floor;;0;0;casa
1021;zweiter Stock;;second floor;;0;0;casa
1022;ungefähr;;approximate, rough, roughly;;0;0;adj/adv
1023;anzeigen;;to show, to display;;0;0;verbo
1024;wozu;;to what, to which;;0;0;adj/adv
1025;Leider nein;;unfortunately no;;0;0;expressao
1026;dazu;;to that;;0;0;adj/adv
1027;Lust;die;pleasure, joy, desire;;0;0;palavra
1028;abnehmen;;to take off, to remove, to decrease;;0;0;verbo
1029;Diät;die;diet;;0;0;comida
1030;Ruhetag;der;day off;;0;0;tempo
1031;Mörder;der;murderer, assassin;;0;0;pessoa
1032;kreisen;;to circle around, to orbit;;0;0;verbo
1033;Kreis;der;circle, circuit;;0;0;palavra
1034;Einlass;der;admission (= Zutritt);;0;0;palavra
1035;einlassen;;to let in (sich auf etwas ~ = to get involved in sth);;0;0;verbo
1036;Komödie;die;comedy;;0;0;palavra
1037;FuBgänger;der;pedestrian;;0;0;pessoa
1038;Stadtrundfahrt;die;(eine ~ machen = to go on a sightseeing tour of a city);;0;0;cidade
1039;Quelle;die;source;;0;0;palavra
1040;föhnen;;to dry (föhnen);;0;0;verbo
1041;Bushaltestelle;die;bust stop;;0;0;cidade
1042;manchmal;;sometimes;;0;0;adj/adv
1043;anderenfalls;;otherwise;;0;0;adj/adv
1044;Krankheit;die;illness;;0;0;pessoa
1045;Döner;der;doner kebab;;0;0;natureza
1046;belegt;;furred, occupied, (belegte Brote = open sandwiches);;0;0;adj/adv
1047;Vergangenheit;die;past, past tense (GRAM), (der ~ angehören = to be a thing of the past);;0;0;tempo
1048;vergangen;;last (letzte), past;;0;0;adj/adv
1049;passen;;to fit, to suit, (er passt mir einfach nicht = I just don´t like him);;0;0;verbo
1050;übermorgen;;the day after tomorrow;;0;0;tempo
1051;Klammer;die;paperclip, bracket (in Text), (Wäscheklammer = peg) (Hosenklammer = clip), (Büroklammer = paperclip) (Heftklammer = staple);;0;0;palavra
1052;Lieferzeit;die;delivery period, lead time (COMM);;0;0;palavra
1053;Zubehör;der;equipment, accessories (Küche mit allem ~ = fully equipped kitchen);;0;0;casa
1054;Geschoss;das;missile(=Rakete), projectile, floor (= Stockwerk);;0;0;casa
1055;schütteln;;to shake, to shiver;;0;0;verbo
1056;Sahne;die;cream ( (aller)erste Sahne sein = to be top-notch);;0;0;comida
1057;knackig;;crisp, crunchy ( umg tasty oder sexy Mädchen);;0;0;comida
1058;Betrieb;der;"work (auBer Betrieb = out of order; die Maschinen sind in Betrieb = the machines are running) (eine Maschine in Betrieb setzen = to start a machine up), business (=Firma), ";;0;0;palavra
1059;besetzt;;engaged, busy, occupied, taken;;0;0;adj/adv
1060;besetzen;;to occupy, to reserve (ist dieser Platz besetzt?);;0;0;verbo
1061;tiefgekühlt;;frozen;;0;0;adj/adv
1062;Tiefgeschoss;das;basement;;0;0;casa
1063;fein;;fine, excellent, subtle, refined;;0;0;adj/adv
1064;zubereiten;;to prepare;;0;0;verbo
1065;Zubereitung;die;preparation;;0;0;palavra
1066;Portion;die;portion;;0;0;palavra
1067;dran;;(jetzt bist du dran = it´s your turn now) (früh/spät dran sein = to be early/late);;0;0;adj/adv
1068;dahinten;;over there, back there;;0;0;adj/adv
1069;Kaste;die;caste (casta social);;0;0;palavra
1070;dürfen;;to be allowed to do sth;;0;0;verbo
1071;Mehl;das;farinha, flour;;0;0;comida
1072;zwei Kilo;;two kilos;;0;0;comida
1073;Flasche;die;bottle;;0;0;comida
1074;Packung;die;pacote;;0;0;comida
1075;Zusatz;der;addition;;0;0;comida
1076;Essig;der;vinegar;;0;0;comida
1077;Honig;der;mel;;0;0;comida
1078;Lamm;Das;lamb;;0;0;comida
1079;Keule;die;club, leg (KOCH);;0;0;comida
1080;Leber;die;"liver; fígado";;0;0;comida
1081;Pfirsich;der;"peach; pêssego";;0;0;comida
1082;Schinken;der;"ham; presunto";;0;0;comida
1083;Schnitzel;das;veal/pork cutlet;;0;0;comida
1084;Schwein;das;porco;;0;0;comida
1085;Lebensmittel;die;food;;0;0;comida
1086;bekommen;;to get, to have;;0;0;verbo
1087;Metzger;der;butcher;;0;0;pessoa
1088;münzen;;to mint (cunhar moeda);;0;0;verbo
1089;Wer ist der/die Nächste?;;who is the next one?;;0;0;expressao
1090;Bohne;die;bean;;0;0;comida
1091;noch etwas?;;anything else?;;0;0;expressao
1092;Auflauf;der;crowd (Menschenauflauf), pudding/torta (KOCH), ein Gericht, dass im Ofen ? zubereitet wird;;0;0;comida
1093;Zutaten;die;ingredients (KOCH);;0;0;comida
1094;Estragon;der;tarragon;;0;0;comida
1095;Vorbereitung;die;preparation;;0;0;comida
